"Date","Price","Open","High","Low","Vol.","Change %"
"May 03, 2022","0.129413","0.130799","0.131888","0.126586","903.77M","-1.06%"
"May 02, 2022","0.130802","0.132761","0.133896","0.127735","1.19B","-1.49%"
"May 01, 2022","0.132776","0.127440","0.136289","0.126110","1.77B","4.17%"
"Apr 30, 2022","0.127465","0.134927","0.136757","0.124521","1.82B","-5.52%"
"Apr 29, 2022","0.134912","0.137491","0.144982","0.133296","2.93B","-1.89%"
"Apr 28, 2022","0.137507","0.139976","0.143221","0.135475","2.20B","-1.76%"
"Apr 27, 2022","0.139966","0.137684","0.145590","0.135230","3.41B","1.66%"
"Apr 26, 2022","0.137684","0.157851","0.166093","0.136269","9.46B","-12.77%"
"Apr 25, 2022","0.157843","0.131732","0.169885","0.122725","10.48B","19.81%"
"Apr 24, 2022","0.131746","0.133811","0.134709","0.131198","749.44M","-1.53%"
"Apr 23, 2022","0.133795","0.136355","0.136716","0.133356","512.07M","-1.89%"
"Apr 22, 2022","0.136372","0.136210","0.138037","0.134792","833.46M","0.13%"
"Apr 21, 2022","0.136198","0.140635","0.142716","0.134425","1.28B","-3.14%"
"Apr 20, 2022","0.140619","0.142581","0.146577","0.139125","1.93B","-1.40%"
"Apr 19, 2022","0.142616","0.140206","0.144459","0.139230","1.20B","1.72%"
"Apr 18, 2022","0.140206","0.139140","0.140429","0.133746","1.77B","0.74%"
"Apr 17, 2022","0.139173","0.143524","0.144905","0.138530","1.03B","-3.04%"
"Apr 16, 2022","0.143530","0.145930","0.147924","0.141461","1.09B","-1.65%"
"Apr 15, 2022","0.145933","0.144022","0.149694","0.142113","2.06B","1.41%"
"Apr 14, 2022","0.143911","0.139871","0.147435","0.137294","3.26B","2.89%"
"Apr 13, 2022","0.139871","0.137934","0.142936","0.136486","1.55B","1.35%"
"Apr 12, 2022","0.138006","0.134100","0.144376","0.133234","2.40B","2.90%"
"Apr 11, 2022","0.134113","0.148102","0.151386","0.133025","3.15B","-9.43%"
"Apr 10, 2022","0.148070","0.144212","0.157515","0.143608","3.79B","2.71%"
"Apr 09, 2022","0.144170","0.142583","0.144513","0.140738","921.02M","1.13%"
"Apr 08, 2022","0.142564","0.146059","0.153003","0.140731","3.26B","-2.38%"
"Apr 07, 2022","0.146036","0.143365","0.148172","0.140280","2.80B","2.05%"
"Apr 06, 2022","0.143102","0.172654","0.174104","0.142508","7.38B","-17.05%"
"Apr 05, 2022","0.172508","0.148517","0.179018","0.147416","9.36B","16.16%"
"Apr 04, 2022","0.148512","0.146325","0.156286","0.141496","4.01B","1.51%"
"Apr 03, 2022","0.146308","0.138697","0.149395","0.136300","1.85B","5.48%"
"Apr 02, 2022","0.138704","0.141403","0.144299","0.138369","1.21B","-1.88%"
"Apr 01, 2022","0.141361","0.138077","0.142561","0.132265","1.60B","2.36%"
"Mar 31, 2022","0.138099","0.143170","0.147802","0.136352","2.13B","-3.47%"
"Mar 30, 2022","0.143061","0.144501","0.145389","0.138524","1.68B","-1.00%"
"Mar 29, 2022","0.144503","0.142177","0.148796","0.140795","1.80B","1.62%"
"Mar 28, 2022","0.142204","0.144832","0.153500","0.141409","2.93B","-1.82%"
"Mar 27, 2022","0.144839","0.136072","0.145376","0.135541","2.75B","6.42%"
"Mar 26, 2022","0.136101","0.130813","0.136825","0.129090","1.21B","4.03%"
"Mar 25, 2022","0.130831","0.136814","0.137471","0.128025","1.82B","-4.34%"
